assembly_id,organism_name,is_fungi,match_method,genbank_group,assembly_level,genbank_assembly_accession,refseq_paired_assembly,genbank_organism_name
GCA_015708445.2,Clitopilus hobsonii,Y,assembly_exact,fungi,Complete Genome,GCA_015708445.2,na,Clitopilus hobsonii
GCA_016097115.2,Sporothrix protearum,Y,assembly_exact,fungi,Contig,GCA_016097115.2,na,Sporothrix protearum
GCA_018853505.1,Colletotrichum camelliae,Y,assembly_exact,fungi,Contig,GCA_018853505.1,na,Colletotrichum camelliae
GCA_019632295.1,Tulasnella sp. 418,Y,assembly_exact,fungi,Scaffold,GCA_019632295.1,na,Tulasnella sp. 418
GCA_020466075.1,Colletotrichum coccodes,Y,assembly_exact,fungi,Contig,GCA_020466075.1,na,Colletotrichum coccodes
GCA_021432655.1,Atractiella rhizophila,Y,assembly_exact,fungi,Scaffold,GCA_021432655.1,na,Atractiella rhizophila
GCA_021495925.1,Diplodia intermedia,Y,assembly_versionless,fungi,Scaffold,GCA_021495925.2,na,Diplodia intermedia
GCA_021525775.1,Lactarius deliciosus,Y,assembly_exact,fungi,Contig,GCA_021525775.1,na,Lactarius deliciosus
GCA_022376525.1,Russula vinacea,Y,assembly_exact,fungi,Contig,GCA_022376525.1,na,Russula vinacea
GCA_023212685.1,Pseudozyma pruni,Y,assembly_exact,fungi,Scaffold,GCA_023212685.1,na,Pseudozyma pruni
GCA_023626355.1,Penicillium sp. S1602,Y,assembly_exact,fungi,Scaffold,GCA_023626355.1,na,Penicillium sp. S1602
GCA_023626415.1,Penicillium sp. S1701,Y,assembly_exact,fungi,Scaffold,GCA_023626415.1,na,Penicillium sp. S1701
GCA_024139495.1,Backusella sp. ASU-2019c,Y,assembly_exact,fungi,Scaffold,GCA_024139495.1,na,Backusella sp. ASU-2019c
GCA_024604135.1,Cladosporium velox,Y,assembly_exact,fungi,Contig,GCA_024604135.1,na,Cladosporium velox
GCA_025716815.1,Dichotomocladium elegans,Y,assembly_exact,fungi,Contig,GCA_025716815.1,na,Dichotomocladium elegans
GCA_026538345.1,Cryptococcus sp. GC_Crypt_4,Y,assembly_exact,fungi,Contig,GCA_026538345.1,na,Cryptococcus sp. GC_Crypt_4
GCA_027604605.1,Borealophlyctis nickersoniae,Y,assembly_exact,fungi,Scaffold,GCA_027604605.1,na,Borealophlyctis nickersoniae
GCA_028637685.1,Xylariaceae sp. X3-2,Y,assembly_exact,fungi,Contig,GCA_028637685.1,na,Xylariaceae sp. X3-2
GCA_030412805.1,Westerdykella aurantiaca,Y,assembly_exact,fungi,Contig,GCA_030412805.1,na,Westerdykella aurantiaca
GCA_030557975.1,Soucietia sequanensis,Y,assembly_exact,fungi,Scaffold,GCA_030557975.1,na,Soucietia sequanensis
GCA_030565285.1,Wickerhamiella brachini,Y,assembly_exact,fungi,Scaffold,GCA_030565285.1,na,Wickerhamiella brachini
GCA_030567115.1,Cyberlindnera euphorbiae,Y,assembly_exact,fungi,Scaffold,GCA_030567115.1,na,Petasospora euphorbiae
GCA_030568175.1,Zygosaccharomyces lentus,Y,assembly_exact,fungi,Scaffold,GCA_030568175.1,na,Zygosaccharomyces lentus
GCA_030568935.1,Starmerella lactis-condensi,Y,assembly_exact,fungi,Scaffold,GCA_030568935.1,na,Starmerella lactis-condensi
GCA_030570135.1,Pichia deserticola,Y,assembly_exact,fungi,Scaffold,GCA_030570135.1,na,Pichia deserticola
GCA_030570335.1,Pichia rugopelliculosa,Y,assembly_exact,fungi,Scaffold,GCA_030570335.1,na,Pichia rugopelliculosa
GCA_037042015.1,Furcasterigmium sp. R96-07A1,Y,assembly_exact,fungi,Scaffold,GCA_037042015.1,na,Furcasterigmium sp. R96-07A1
GCA_038094035.1,Pulveroboletus aff. ridleyi,Y,assembly_exact,fungi,Scaffold,GCA_038094035.1,na,Pulveroboletus aff. ridleyi
GCF_000143185.2,Schizophyllum commune,Y,assembly_exact,fungi,Scaffold,GCA_000143185.2,GCF_000143185.2,Schizophyllum commune H4-8
GCF_000225545.1,Orbilia oligospora,Y,assembly_exact,fungi,Scaffold,GCA_000225545.1,GCF_000225545.1,Orbilia oligospora ATCC 24927
GCF_026873545.1,Fusarium falciforme,Y,assembly_exact,fungi,Complete Genome,GCA_026873545.1,GCF_026873545.1,Fusarium falciforme
GCF_028826855.1,Penicillium coprophilum,Y,assembly_exact,fungi,Contig,GCA_028826855.1,GCF_028826855.1,Penicillium coprophilum
GCF_903064755.1,Maudiozyma barnettii,Y,name_exact,fungi,,,,Maudiozyma barnettii
GCA_000497225.1,Amanita jacksonii,Y,assembly_exact,fungi,Scaffold,GCA_000497225.1,na,Amanita jacksonii TRTC168611
GCA_001600535.1,Yarrowia sp. JCM 30696,Y,assembly_exact,fungi,Scaffold,GCA_001600535.1,na,Yarrowia sp. JCM 30696
GCA_001879505.1,Calonectria pseudoreteaudii,Y,assembly_exact,fungi,Scaffold,GCA_001879505.1,na,Calonectria pseudoreteaudii
GCA_001972285.1,Erythrobasidium hasegawianum,Y,assembly_exact,fungi,Scaffold,GCA_001972285.1,na,Erythrobasidium hasegawianum
GCA_002370515.1,Metschnikowia proteae,Y,assembly_exact,fungi,Scaffold,GCA_002370515.1,na,Metschnikowia proteae
GCA_002973495.1,Apiotrichum akiyoshidainum,Y,assembly_exact,fungi,Contig,GCA_002973495.1,na,Apiotrichum akiyoshidainum
GCA_003706235.2,Ogataea naganishii,Y,assembly_exact,fungi,Scaffold,GCA_003706235.2,na,Wenyingozyma naganishii
GCA_003706955.3,Sungouiella blattae,Y,assembly_exact,fungi,Scaffold,GCA_003706955.3,na,Sungouiella blattae
GCA_003708425.3,Jamesozyma rosinii,Y,assembly_exact,fungi,Scaffold,GCA_003708425.3,na,Jamesozyma rosinii
GCA_005212705.1,Curvularia lunata,Y,assembly_exact,fungi,Scaffold,GCA_005212705.1,na,Curvularia lunata
GCA_005765155.1,Zelopaecilomyces penicillatus,Y,assembly_exact,fungi,Contig,GCA_005765155.1,na,Zelopaecilomyces penicillatus
GCA_008694245.1,Ganoderma sp. BRIUMSc,Y,assembly_exact,fungi,Scaffold,GCA_008694245.1,na,Ganoderma sp. BRIUMSc
GCA_009739215.1,Floccularia luteovirens,Y,assembly_exact,fungi,Contig,GCA_009739215.1,na,Floccularia luteovirens
GCA_013186925.1,Fusarium succisae,Y,assembly_exact,fungi,Contig,GCA_013186925.1,na,Fusarium succisae
GCA_013758895.1,Fusarium bulbicola,Y,assembly_exact,fungi,Scaffold,GCA_013758895.1,na,Fusarium bulbicola
GCA_014706365.1,Colletotrichum australisinense (nom. inval.),Y,assembly_exact,fungi,Contig,GCA_014706365.1,na,Colletotrichum australisinense (nom. inval.)
GCA_014885045.1,Fusarium sp. 'flavolapis',Y,assembly_exact,fungi,Contig,GCA_014885045.1,na,Fusarium sp. 'flavolapis'
GCA_015266385.1,Trichoderma oligosporum,Y,assembly_exact,fungi,Contig,GCA_015266385.1,na,Trichoderma oligosporum
GCA_015499985.1,Haplosporangium gracile,Y,assembly_exact,fungi,Scaffold,GCA_015499985.1,na,Haplosporangium gracile
GCA_015500005.1,Entomortierella lignicola,Y,assembly_exact,fungi,Scaffold,GCA_015500005.1,na,Entomortierella lignicola
GCA_015501605.1,Panaeolus papilionaceus,Y,assembly_exact,fungi,Contig,GCA_015501605.1,na,Panaeolus papilionaceus
GCA_016618355.2,Astraeus odoratus,Y,assembly_exact,fungi,Scaffold,GCA_016618355.2,na,Astraeus odoratus
GCA_016748015.1,Geosiphon pyriformis,Y,assembly_exact,fungi,Scaffold,GCA_016748015.1,na,Geosiphon pyriformis
GCA_019022765.1,Westerdykella sp. P71,Y,assembly_exact,fungi,Scaffold,GCA_019022765.1,na,Westerdykella sp. P71
GCA_019677355.1,Ceratobasidium sp. 370,Y,assembly_exact,fungi,Scaffold,GCA_019677355.1,na,Ceratobasidium sp. 370
GCA_019828545.1,Paracamarosporium sp. OC-R06-R3,Y,assembly_exact,fungi,Scaffold,GCA_019828545.1,na,Paracamarosporium sp. OC-R06-R3
GCA_019843635.1,Fusarium siculi,Y,assembly_exact,fungi,Scaffold,GCA_019843635.1,na,Fusarium siculi
GCA_021399465.1,Hyaloscypha sp. PMI_1271,Y,assembly_exact,fungi,Contig,GCA_021399465.1,na,Hyaloscypha sp. PMI_1271
GCA_022264855.1,Lenzites betulinus,Y,assembly_exact,fungi,Contig,GCA_022264855.1,na,Lenzites betulinus
GCA_022385695.1,Xylaria arbuscula,Y,assembly_exact,fungi,Scaffold,GCA_022385695.1,na,Xylaria arbuscula
GCA_023628235.1,Rhodotorula sp. S30-09,Y,assembly_exact,fungi,Scaffold,GCA_023628235.1,na,Rhodotorula sp. S30-09
GCA_024184665.2,Zalaria obscura,Y,assembly_exact,fungi,Contig,GCA_024184665.2,na,Zalaria obscura
GCA_024321975.1,Alternaria sp. 'sect. Undifilum',Y,assembly_exact,fungi,Contig,GCA_024321975.1,na,Alternaria sp. 'sect. Undifilum'
GCA_026151695.1,Berkeleyomyces rouxiae,Y,assembly_exact,fungi,Contig,GCA_026151695.1,na,Berkeleyomyces rouxiae
GCA_027577575.1,Coemansia sp. RSA 532,Y,assembly_exact,fungi,Scaffold,GCA_027577575.1,na,Coemansia sp. RSA 532
GCA_027627275.1,Coprinellus aureogranulatus,Y,assembly_exact,fungi,Scaffold,GCA_027627275.1,na,Coprinellus aureogranulatus
GCA_028829675.1,Penicillium tannophilum,Y,assembly_exact,fungi,Contig,GCA_028829675.1,na,Penicillium tannophilum
GCA_029449255.1,Mycena polygramma,Y,assembly_exact,fungi,Contig,GCA_029449255.1,na,Mycena polygramma
GCA_030247885.1,Taxawa tesnikishii (nom. ined.),Y,assembly_exact,fungi,Scaffold,GCA_030247885.1,na,Taxawa tesnikishii (nom. ined.)
GCA_030463185.1,Cladosporium sp. BF-F,Y,assembly_exact,fungi,Contig,GCA_030463185.1,na,Cladosporium sp. BF-F
GCA_030555745.1,Yamadazyma sp. yHKB15,Y,assembly_exact,fungi,Scaffold,GCA_030555745.1,na,Yamadazyma sp. yHKB15
GCA_030555755.1,Wickerhamiella kazuoi,Y,assembly_exact,fungi,Scaffold,GCA_030555755.1,na,Wickerhamiella kazuoi
GCA_030563545.1,Starmerella stigmatis (nom. inval.),Y,assembly_exact,fungi,Scaffold,GCA_030563545.1,na,Starmerella stigmatis (nom. inval.)
GCA_030567015.1,Sungouiella sharkensis,Y,assembly_exact,fungi,Scaffold,GCA_030567015.1,na,Sungouiella sharkensis
GCA_030569035.1,Kuraishia borneana,Y,assembly_exact,fungi,Scaffold,GCA_030569035.1,na,Kuraishia borneana
GCA_030571355.1,Maudiozyma serrabonitensis,Y,assembly_exact,fungi,Scaffold,GCA_030571355.1,na,Maudiozyma serrabonitensis
GCA_030579735.1,Starmerella floricola,Y,assembly_exact,fungi,Scaffold,GCA_030579735.1,na,Starmerella floricola
GCA_030582795.1,Metschnikowia chrysomelidarum,Y,assembly_exact,fungi,Scaffold,GCA_030582795.1,na,Metschnikowia chrysomelidarum
GCA_035773095.1,Papiliotrema fonsecae,Y,assembly_exact,fungi,Contig,GCA_035773095.1,na,Papiliotrema fonsecae
GCA_037042735.1,Aureobasidium sp. Y128-05A,Y,assembly_exact,fungi,Contig,GCA_037042735.1,na,Aureobasidium sp. Y128-05A
GCA_038092155.1,Leccinum cinnamomeum,Y,assembly_exact,fungi,Scaffold,GCA_038092155.1,na,Leccinum cinnamomeum
GCA_039545275.1,Pseudomicrostroma phylloplanum,Y,assembly_exact,fungi,Scaffold,GCA_039545275.1,na,Pseudomicrostroma phylloplanum
GCF_003184695.1,Aspergillus brunneoviolaceus,Y,assembly_exact,fungi,Scaffold,GCA_003184695.1,GCF_003184695.1,Aspergillus brunneoviolaceus CBS 621.78
GCF_003184825.1,Aspergillus fijiensis,Y,assembly_exact,fungi,Scaffold,GCA_003184825.1,GCF_003184825.1,Aspergillus fijiensis CBS 313.89
GCF_011074885.1,Brettanomyces bruxellensis,Y,assembly_exact,fungi,Complete Genome,GCA_011074885.2,GCF_011074885.1,Brettanomyces bruxellensis
GCF_016861865.1,Aspergillus puulaauensis,Y,assembly_exact,fungi,Complete Genome,GCA_016861865.1,GCF_016861865.1,Aspergillus puulaauensis
GCF_028827895.1,Penicillium longicatenatum,Y,assembly_exact,fungi,Contig,GCA_028827895.1,GCF_028827895.1,Penicillium longicatenatum
GCA_001455505.1,Leptographium lundbergii,Y,assembly_exact,fungi,Scaffold,GCA_001455505.1,na,Leptographium lundbergii
GCA_001657455.1,Spathaspora girioi,Y,assembly_exact,fungi,Scaffold,GCA_001657455.1,na,Spathaspora girioi
GCA_003049425.1,Magnaporthiopsis incrustans,Y,assembly_exact,fungi,Scaffold,GCA_003049425.1,na,Magnaporthiopsis incrustans
GCA_003315845.1,Lactarius trivialis,Y,assembly_exact,fungi,Scaffold,GCA_003315845.1,na,Lactarius trivialis
GCA_003707675.3,Ambrosiozyma philentoma,Y,assembly_exact,fungi,Contig,GCA_003707675.3,na,Ambrosiozyma philentoma
GCA_003946995.1,Fusarium oligoseptatum,Y,assembly_exact,fungi,Scaffold,GCA_003946995.1,na,Fusarium oligoseptatum
GCA_003957845.1,Oidium heveae,Y,assembly_exact,fungi,Scaffold,GCA_003957845.1,na,Oidium heveae
GCA_004028395.1,Leptographium galeiforme,Y,assembly_exact,fungi,Scaffold,GCA_004028395.1,na,Leptographium galeiforme
GCA_011317545.1,Coniella vitis,Y,assembly_exact,fungi,Contig,GCA_011317545.1,na,Coniella vitis
GCA_014461125.1,Mycena kentingensis (nom. inval.),Y,assembly_exact,fungi,Contig,GCA_014461125.1,na,Mycena kentingensis (nom. inval.)
GCA_014839905.1,Aphanoascus verrucosus,Y,assembly_exact,fungi,Scaffold,GCA_014839905.1,na,Aphanoascus verrucosus
GCA_015501055.1,Mucidula mucida,Y,assembly_exact,fungi,Contig,GCA_015501055.1,na,Mucidula mucida
GCA_018851285.1,Lyophyllum semitale,Y,assembly_exact,fungi,Scaffold,GCA_018851285.1,na,Lyophyllum semitale
GCA_019059555.1,Alternaria longipes,Y,assembly_exact,fungi,Chromosome,GCA_019059555.1,na,Alternaria longipes
GCA_019381815.1,Ogataea polymorpha x Ogataea parapolymorpha,Y,assembly_exact,fungi,Scaffold,GCA_019381815.1,na,Ogataea polymorpha x Ogataea parapolymorpha
GCA_019627755.1,Serendipita sp. 411,Y,assembly_exact,fungi,Scaffold,GCA_019627755.1,na,Serendipita sp. 411
GCA_020615335.1,Fusarium pilosicola,Y,assembly_exact,fungi,Contig,GCA_020615335.1,na,Fusarium pilosicola
GCA_020747065.1,Cadophora sp. MPI-SDFR-AT-0126,Y,assembly_exact,fungi,Contig,GCA_020747065.1,na,Cadophora sp. MPI-SDFR-AT-0126
GCA_021432605.1,Coniochaeta sp. PMI_546,Y,assembly_exact,fungi,Scaffold,GCA_021432605.1,na,Coniochaeta sp. PMI_546
GCA_021436955.2,Diplodia seriata,Y,assembly_versionless,fungi,Contig,GCA_021436955.3,GCF_021436955.1,Diplodia seriata
GCA_022497155.1,Whalleya microplaca,Y,assembly_exact,fungi,Scaffold,GCA_022497155.1,na,Whalleya microplaca
GCA_022578845.1,Hypoxylon cercidicola,Y,assembly_exact,fungi,Scaffold,GCA_022578845.1,na,Hypoxylon cercidicola
GCA_022578955.1,Hypoxylon sp. FL1857,Y,assembly_exact,fungi,Scaffold,GCA_022578955.1,na,Hypoxylon sp. FL1857
GCA_022702605.1,Microbotryum scabiosae,Y,assembly_exact,fungi,Contig,GCA_022702605.1,na,Microbotryum scabiosae
GCA_025331435.1,Choanephora cucurbitarum,Y,assembly_exact,fungi,Contig,GCA_025331435.1,na,Choanephora cucurbitarum
GCA_026184415.1,Trichothecium roseum,Y,assembly_exact,fungi,Complete Genome,GCA_026184415.1,na,Trichothecium roseum
GCA_027569015.1,Ascodesmis sphaerospora,Y,assembly_exact,fungi,Contig,GCA_027569015.1,na,Ascodesmis sphaerospora
GCA_028571165.1,Hypoxylon perforatum,Y,assembly_exact,fungi,Scaffold,GCA_028571165.1,na,Hypoxylon perforatum
GCA_028751805.1,Podosphaera xanthii,Y,assembly_exact,fungi,Contig,GCA_028751805.1,na,Podosphaera xanthii
GCA_029298705.1,Ophiostoma triangulosporum,Y,assembly_exact,fungi,Contig,GCA_029298705.1,na,Ophiostoma triangulosporum
GCA_030462985.1,Schwanniomyces sp. yHRVM31,Y,assembly_exact,fungi,Scaffold,GCA_030462985.1,na,Schwanniomyces sp. yHRVM31
GCA_030555905.1,Scheffersomyces cryptocercus,Y,assembly_exact,fungi,Scaffold,GCA_030555905.1,na,Scheffersomyces cryptocercus
GCA_030557235.1,Nakazawaea populi,Y,assembly_exact,fungi,Scaffold,GCA_030557235.1,na,Nakazawaea populi
GCA_030557465.1,Kuraishia cidri,Y,assembly_exact,fungi,Scaffold,GCA_030557465.1,na,Kuraishia cidri
GCA_030571675.1,Arxiozyma telluris,Y,assembly_exact,fungi,Scaffold,GCA_030571675.1,na,Arxiozyma telluris
GCA_030573555.1,Hanseniaspora hatyaiensis (nom. inval.),Y,assembly_exact,fungi,Scaffold,GCA_030573555.1,na,Hanseniaspora hatyaiensis (nom. inval.)
GCA_030579215.1,Maudiozyma pseudohumilis,Y,assembly_exact,fungi,Scaffold,GCA_030579215.1,na,Maudiozyma pseudohumilis
GCA_030581455.1,Wickerhamiella allomyrinae,Y,assembly_exact,fungi,Scaffold,GCA_030581455.1,na,Wickerhamiella allomyrinae
GCA_030582355.1,[Candida] spencermartinsiae,Y,assembly_exact,fungi,Scaffold,GCA_030582355.1,na,[Candida] spencermartinsiae
GCA_031081865.1,Schwanniomyces occidentalis,Y,assembly_exact,fungi,Scaffold,GCA_031081865.1,na,Schwanniomyces occidentalis var. occidentalis
GCA_032760415.1,Diplocarpon rosae,Y,assembly_exact,fungi,Contig,GCA_032760415.1,na,Diplocarpon rosae
GCA_033819875.1,Microbotryomycetes sp. JL221,Y,assembly_versionless,fungi,Contig,GCA_033819875.2,na,Microbotryomycetes sp. JL221
GCA_036784855.1,Aphelidium insulamus,Y,assembly_exact,fungi,Contig,GCA_036784855.1,na,Aphelidium insulamus
GCA_037952635.1,Bryoglossum gracile,Y,assembly_exact,fungi,Scaffold,GCA_037952635.1,na,Bryoglossum gracile
GCA_038091335.1,Phylloporus arenicola,Y,assembly_exact,fungi,Scaffold,GCA_038091335.1,na,Phylloporus arenicola
GCA_038092975.1,Chalciporus piperatoides,Y,assembly_exact,fungi,Scaffold,GCA_038092975.1,na,Chalciporus piperatoides
GCA_038093855.1,Rugiboletus extremiorientalis,Y,assembly_exact,fungi,Scaffold,GCA_038093855.1,na,Rugiboletus extremiorientalis
GCA_900519005.1,Yarrowia phangngaensis,Y,name_exact,fungi,,,,Yarrowia phangngaensis
GCF_000002525.2,Yarrowia lipolytica,Y,assembly_exact,fungi,Chromosome,GCA_000002525.1,GCF_000002525.2,Yarrowia lipolytica CLIB122
GCF_000006445.2,Debaryomyces hansenii,Y,assembly_exact,fungi,Chromosome,GCA_000006445.2,GCF_000006445.2,Debaryomyces hansenii CBS767
GCF_000392275.1,Phaeoacremonium minimum,Y,assembly_exact,fungi,Scaffold,GCA_000392275.1,GCF_000392275.1,Phaeoacremonium minimum UCRPA7
GCF_000747765.1,Moesziomyces antarcticus,Y,assembly_exact,fungi,Scaffold,GCA_000747765.1,GCF_000747765.1,Moesziomyces antarcticus
GCF_000804445.1,Metarhizium album,Y,assembly_exact,fungi,Scaffold,GCA_000804445.1,GCF_000804445.1,Metarhizium album ARSEF 1941
GCF_028974205.1,Penicillium antarcticum,Y,assembly_exact,fungi,Contig,GCA_028974205.1,GCF_028974205.1,Penicillium antarcticum
GCF_036850825.1,Scheffersomyces amazonensis,Y,assembly_exact,fungi,Contig,GCA_036850825.1,GCF_036850825.1,Scheffersomyces amazonensis
GCA_000447185.1,Vairimorpha apis,Y,assembly_exact,fungi,Scaffold,GCA_000447185.1,na,Vairimorpha apis BRL 01
GCA_000750815.1,Pseudogymnoascus sp. VKM F-4516 (FW-969),Y,assembly_exact,fungi,Contig,GCA_000750815.1,na,Pseudogymnoascus sp. VKM F-4516 (FW-969)
GCA_001399465.1,Hymenoscyphus scutula,Y,assembly_exact,fungi,Contig,GCA_001399465.1,na,Hymenoscyphus scutula
GCA_001414415.1,Hymenoscyphus repandus,Y,assembly_exact,fungi,Contig,GCA_001414415.1,na,Hymenoscyphus repandus
GCA_001599975.1,Cystobasidiopsis lactophilus,Y,assembly_exact,fungi,Scaffold,GCA_001599975.1,na,Cystobasidiopsis lactophilus
GCA_001630585.1,Pseudogymnoascus sp. BL549,Y,assembly_exact,fungi,Scaffold,GCA_001630585.1,na,Pseudogymnoascus sp. BL549
GCA_001683735.1,Grifola frondosa,Y,assembly_exact,fungi,Contig,GCA_001683735.1,na,Grifola frondosa
GCA_002286715.1,Dentipellis sp. KUC8613,Y,assembly_exact,fungi,Scaffold,GCA_002286715.1,na,Dentipellis sp. KUC8613
GCA_002368545.1,Ramichloridium luteum,Y,assembly_exact,fungi,Scaffold,GCA_002368545.1,na,Ramichloridium luteum
GCA_003708465.2,Kazachstania kunashirensis,Y,assembly_exact,fungi,Scaffold,GCA_003708465.2,na,Kazachstania kunashirensis
GCA_003942215.1,Saitozyma podzolica,Y,assembly_exact,fungi,Contig,GCA_003942215.1,na,Saitozyma podzolica
GCA_011034095.1,Fusarium cf. aywerte,Y,assembly_exact,fungi,Scaffold,GCA_011034095.1,na,Fusarium cf. aywerte
GCA_011316305.1,Rusavskia elegans,Y,assembly_exact,fungi,Contig,GCA_011316305.1,na,Rusavskia elegans
GCA_013364945.1,Fusarium tupiense,Y,assembly_exact,fungi,Scaffold,GCA_013364945.1,na,Fusarium tupiense
GCA_013406985.1,Calonectria crousiana,Y,assembly_exact,fungi,Scaffold,GCA_013406985.1,na,Calonectria crousiana
GCA_015679545.1,Mortierella sp. AD094,Y,assembly_exact,fungi,Scaffold,GCA_015679545.1,na,Mortierella sp. AD094
GCA_016808195.1,Cytospora chrysosperma,Y,assembly_exact,fungi,Scaffold,GCA_016808195.1,na,Cytospora chrysosperma
GCA_017656005.1,Incumbomyces lentus,Y,assembly_exact,fungi,Contig,GCA_017656005.1,na,Incumbomyces lentus
GCA_017657235.1,Termitomyces sp. T73sscA,Y,assembly_exact,fungi,Scaffold,GCA_017657235.1,na,Termitomyces sp. T73sscA
GCA_018831705.1,Torrubiellomyces zombiae,Y,assembly_exact,fungi,Scaffold,GCA_018831705.1,na,Torrubiellomyces zombiae
GCA_022376535.1,Xylariaceae sp. FL0662B,Y,assembly_exact,fungi,Contig,GCA_022376535.1,na,Xylariaceae sp. FL0662B
GCA_022432385.1,Xylariaceae sp. FL1272,Y,assembly_exact,fungi,Contig,GCA_022432385.1,na,Xylariaceae sp. FL1272
GCA_022813105.1,Cystobasidium onofrii,Y,assembly_exact,fungi,Scaffold,GCA_022813105.1,na,Cystobasidium onofrii
GCA_023105745.1,Austropuccinia psidii,Y,assembly_versionless,fungi,Chromosome,GCA_023105745.2,na,Austropuccinia psidii
GCA_023628555.1,Chaetomiaceae sp. R4402,Y,assembly_exact,fungi,Scaffold,GCA_023628555.1,na,Chaetomiaceae sp. R4402
GCA_024741835.1,Diplocarpon mali,Y,assembly_exact,fungi,Scaffold,GCA_024741835.1,na,Diplocarpon mali
GCA_025328625.1,Colletotrichum sp. SAR11_240,Y,assembly_exact,fungi,Scaffold,GCA_025328625.1,na,Colletotrichum sp. SAR11_240
GCA_026120085.1,Cadophora luteo-olivacea,Y,assembly_exact,fungi,Scaffold,GCA_026120085.1,na,Cadophora luteo-olivacea
GCA_030247845.1,Coniosporium tulheliwenetii,Y,assembly_exact,fungi,Contig,GCA_030247845.1,na,Coniosporium tulheliwenetii
GCA_030378345.1,Podosphaera fusca,Y,assembly_exact,fungi,Chromosome,GCA_030378345.1,na,Podosphaera fusca
GCA_030568655.1,Suhomyces prunicola,Y,assembly_exact,fungi,Contig,GCA_030568655.1,na,Suhomyces prunicola
GCA_030569055.1,[Candida] andamanensis (nom. inval.),Y,assembly_exact,fungi,Scaffold,GCA_030569055.1,na,Yamadazyma andamanensis
GCA_030569595.1,Pichia pseudolambica,Y,assembly_exact,fungi,Scaffold,GCA_030569595.1,na,Pichia pseudolambica
GCA_030572535.1,Wickerhamiella hasegawae,Y,assembly_exact,fungi,Scaffold,GCA_030572535.1,na,Wickerhamiella hasegawae
GCA_030583505.1,Sugiyamaella castrensis,Y,assembly_exact,fungi,Scaffold,GCA_030583505.1,na,Sugiyamaella castrensis
GCA_030998015.1,Ceratorhiza oryzae-sativae,Y,assembly_exact,fungi,Contig,GCA_030998015.1,na,Ceratorhiza oryzae-sativae
GCA_037356135.1,Talaromyces sp. F31,Y,assembly_exact,fungi,Scaffold,GCA_037356135.1,na,Talaromyces sp. F31
GCA_038089715.1,Veloporphyrellus conicus,Y,assembly_exact,fungi,Scaffold,GCA_038089715.1,na,Veloporphyrellus conicus
GCA_038091655.1,Leccinum pseudoinsigne,Y,assembly_exact,fungi,Scaffold,GCA_038091655.1,na,Leccinum pseudoinsigne
GCA_038094615.1,Heimioporus aff. retisporus,Y,assembly_exact,fungi,Scaffold,GCA_038094615.1,na,Heimioporus aff. retisporus
GCA_038363885.1,Apiospora rasikravindrae,Y,assembly_exact,fungi,Contig,GCA_038363885.1,na,Apiospora rasikravindrae
GCA_039119965.1,Talaromyces sp. DC2,Y,assembly_exact,fungi,Contig,GCA_039119965.1,na,Talaromyces sp. DC2
GCA_902806585.1,Xylaria hypoxylon,Y,name_exact,fungi,,,,Xylaria hypoxylon
GCA_928722275.1,Ustilago vetiveriae,Y,name_exact,fungi,,,,Ustilago vetiveriae
