assembly_id,organism_name,is_fungi,match_method,genbank_group,assembly_level,genbank_assembly_accession,refseq_paired_assembly,genbank_organism_name
GCA_037042815.1,Ceratobasidium papillatum,Y,assembly_exact,fungi,Scaffold,GCA_037042815.1,na,Ceratobasidium papillatum
GCA_037055185.1,Capillidium rhysosporum,Y,assembly_exact,fungi,Scaffold,GCA_037055185.1,na,Capillidium rhysosporum
GCA_038091435.1,Leccinum variabile,Y,assembly_exact,fungi,Scaffold,GCA_038091435.1,na,Leccinum variabile
GCA_038091795.1,Leccinum olivaceoglutinosum,Y,assembly_exact,fungi,Scaffold,GCA_038091795.1,na,Leccinum olivaceoglutinosum
GCA_038092515.1,Boletus subparvulus,Y,assembly_exact,fungi,Scaffold,GCA_038092515.1,na,Boletus subparvulus
GCA_038094155.1,Pulveroboletus cf. aberrans,Y,assembly_exact,fungi,Scaffold,GCA_038094155.1,na,Pulveroboletus cf. aberrans
GCA_038094275.1,Tubosaeta brunneosetosa,Y,assembly_exact,fungi,Scaffold,GCA_038094275.1,na,Tubosaeta brunneosetosa
GCF_000836435.1,Fonsecaea multimorphosa,Y,assembly_exact,fungi,Scaffold,GCA_000836435.1,GCF_000836435.1,Fonsecaea multimorphosa CBS 102226
GCF_003013715.1,Candidozyma auris,Y,assembly_exact,fungi,Complete Genome,GCA_003013715.2,GCF_003013715.1,Candidozyma auris
GCF_003184865.1,Aspergillus homomorphus,Y,assembly_exact,fungi,Scaffold,GCA_003184865.1,GCF_003184865.1,Aspergillus homomorphus CBS 101889
GCF_016758785.1,Suillus bovinus,Y,assembly_exact,fungi,Contig,GCA_016758785.1,GCF_016758785.1,Suillus bovinus
GCA_000223685.2,Zymoseptoria pseudotritici,Y,assembly_exact,fungi,Contig,GCA_000223685.2,na,Zymoseptoria pseudotritici STIR04_4.3.1
GCA_000750745.1,Pseudogymnoascus sp. VKM F-4281 (FW-2241),Y,assembly_exact,fungi,Contig,GCA_000750745.1,na,Pseudogymnoascus sp. VKM F-4281 (FW-2241)
GCA_000855695.1,Cryptococcus bacillisporus,Y,assembly_versionless,fungi,Complete Genome,GCA_000855695.2,na,Cryptococcus bacillisporus CA1873
GCA_001600335.1,Apiotrichum gracile,Y,assembly_exact,fungi,Scaffold,GCA_001600335.1,na,Apiotrichum gracile
GCA_002901185.1,Tolypocladium capitatum,Y,assembly_exact,fungi,Scaffold,GCA_002901185.1,na,Tolypocladium capitatum
GCA_003313625.1,Tricholoma saponaceum,Y,assembly_exact,fungi,Scaffold,GCA_003313625.1,na,Tricholoma saponaceum
GCA_003313735.1,Pleurotus platypus,Y,assembly_exact,fungi,Scaffold,GCA_003313735.1,na,Pleurotus platypus
GCA_003313945.1,Lactifluus pinguis,Y,assembly_exact,fungi,Scaffold,GCA_003313945.1,na,Lactifluus pinguis
GCA_003316145.1,Neoboletus magnificus,Y,assembly_exact,fungi,Scaffold,GCA_003316145.1,na,Neoboletus magnificus
GCA_003706705.3,Barnettozyma populi,Y,assembly_exact,fungi,Scaffold,GCA_003706705.3,na,Barnettozyma populi
GCA_003992365.1,Aureobasidium sp. P6,Y,assembly_exact,fungi,Scaffold,GCA_003992365.1,na,Aureobasidium sp. P6
GCA_009761415.1,Sarcomyxa edulis,Y,assembly_exact,fungi,Contig,GCA_009761415.1,na,Sarcomyxa edulis
GCA_009806015.1,Neurospora sp. CHS-2018b,Y,assembly_exact,fungi,Scaffold,GCA_009806015.1,na,Neurospora sp. CHS-2018b
GCA_010883475.1,Exophiala phaeomuriformis,Y,assembly_exact,fungi,Contig,GCA_010883475.1,na,Exophiala phaeomuriformis
GCA_013368295.1,Psilocybe cf. subviscida,Y,assembly_exact,fungi,Contig,GCA_013368295.1,na,Psilocybe cf. subviscida
GCA_014839935.2,Entomophthora muscae,Y,assembly_exact,fungi,Scaffold,GCA_014839935.2,na,Entomophthora muscae
GCA_014925825.1,Pholiota molesta,Y,assembly_exact,fungi,Contig,GCA_014925825.1,na,Pholiota molesta
GCA_015484465.1,Pholiota conissans,Y,assembly_exact,fungi,Scaffold,GCA_015484465.1,na,Pholiota conissans
GCA_017657225.1,Termitomyces sp. T69sscA,Y,assembly_exact,fungi,Scaffold,GCA_017657225.1,na,Termitomyces sp. T69sscA
GCA_019055205.1,Fusarium cerealis,Y,assembly_exact,fungi,Contig,GCA_019055205.1,na,Fusarium cerealis
GCA_019915135.1,Strobilurus pachycystidiatus,Y,assembly_exact,fungi,Contig,GCA_019915135.1,na,Strobilurus pachycystidiatus
GCA_019925475.1,Ophiostoma ips,Y,assembly_exact,fungi,Scaffold,GCA_019925475.1,na,Ophiostoma ips
GCA_024196135.1,Pleurotus ostreatus/Saccharomyces cerevisiae fusant,Y,assembly_exact,fungi,Scaffold,GCA_024196135.1,na,Pleurotus ostreatus/Saccharomyces cerevisiae fusant
GCA_026122155.1,Zymoseptoria crescenta,Y,assembly_exact,fungi,Scaffold,GCA_026122155.1,na,Zymoseptoria crescenta
GCA_026419805.1,Ceratocystis colombiana,Y,assembly_exact,fungi,Scaffold,GCA_026419805.1,na,Ceratocystis colombiana
GCA_027569155.1,Aspergillus haitiensis,Y,assembly_exact,fungi,Contig,GCA_027569155.1,na,Aspergillus haitiensis
GCA_029542825.1,Malassezia sp. CBS 17886,Y,assembly_exact,fungi,Complete Genome,GCA_029542825.1,na,Malassezia sp. CBS 17886
GCA_029590625.1,Lasiodiplodia mahajangana,Y,assembly_exact,fungi,Contig,GCA_029590625.1,na,Lasiodiplodia mahajangana
GCA_029678045.1,Magnusiomyces sp. LA-1,Y,assembly_exact,fungi,Complete Genome,GCA_029678045.1,na,Magnusiomyces sp. LA-1
GCA_029747585.1,Pleurotus djamor,Y,assembly_exact,fungi,Scaffold,GCA_029747585.1,na,Pleurotus djamor
GCA_030142935.1,Pichia occidentalis,Y,assembly_exact,fungi,Contig,GCA_030142935.1,na,Pichia occidentalis
GCA_030555995.1,Isabelozyma heimii,Y,assembly_exact,fungi,Scaffold,GCA_030555995.1,na,Isabelozyma heimii
GCA_030557395.1,Ambrosiozyma platypodis,Y,assembly_exact,fungi,Scaffold,GCA_030557395.1,na,Ambrosiozyma platypodis
GCA_030568135.1,Vanderwaltozyma yarrowii,Y,assembly_exact,fungi,Scaffold,GCA_030568135.1,na,Vanderwaltozyma yarrowii
GCA_030572115.1,Starmerella apicola,Y,assembly_exact,fungi,Scaffold,GCA_030572115.1,na,Starmerella apicola
GCA_030573245.1,Ascobotryozyma americana,Y,assembly_exact,fungi,Scaffold,GCA_030573245.1,na,Ascobotryozyma americana
GCA_030578135.1,Saccharomyces cerevisiae x Saccharomyces kudriavzevii,Y,assembly_exact,fungi,Contig,GCA_030578135.1,na,Saccharomyces cerevisiae x Saccharomyces kudriavzevii
GCA_030581715.1,Cyberlindnera mississippiensis,Y,assembly_exact,fungi,Scaffold,GCA_030581715.1,na,Petasospora mississippiensis
GCA_030585105.1,Wickerhamiella shivajii,Y,assembly_exact,fungi,Scaffold,GCA_030585105.1,na,Wickerhamiella shivajii
GCA_030867245.1,Colletotrichum eremochloae,Y,assembly_exact,fungi,Scaffold,GCA_030867245.1,na,Colletotrichum eremochloae
GCA_033296905.1,Podospora australis,Y,assembly_exact,fungi,Scaffold,GCA_033296905.1,na,Podospora australis
GCA_033297175.1,Cladorrhinum sp. PSN332,Y,assembly_exact,fungi,Scaffold,GCA_033297175.1,na,Cladorrhinum sp. PSN332
GCA_034509685.1,Colletotrichum cereale,Y,assembly_exact,fungi,Scaffold,GCA_034509685.1,na,Colletotrichum cereale
GCA_037042415.1,Diutina sp. Y7414,Y,assembly_exact,fungi,Scaffold,GCA_037042415.1,na,Diutina sp. Y7414
GCA_037893235.1,Trichoderma afroharzianum,Y,assembly_exact,fungi,Contig,GCA_037893235.1,na,Trichoderma afroharzianum
GCA_038089015.1,Chalciporus aff. trinitensis,Y,assembly_exact,fungi,Scaffold,GCA_038089015.1,na,Chalciporus aff. trinitensis
GCA_038089455.1,Tylopilus cf. leucomycelinus,Y,assembly_exact,fungi,Scaffold,GCA_038089455.1,na,Tylopilus cf. leucomycelinus
GCA_038090655.1,Gastroboletus turbinatus,Y,assembly_exact,fungi,Contig,GCA_038090655.1,na,Gastroboletus turbinatus
GCA_038092175.1,Boletus coffeatus,Y,assembly_exact,fungi,Scaffold,GCA_038092175.1,na,Boletus coffeatus
GCA_038092415.1,Xerocomus tenax,Y,assembly_exact,fungi,Scaffold,GCA_038092415.1,na,Xerocomus tenax
GCA_038093395.1,Baorangia bicolor,Y,assembly_exact,fungi,Scaffold,GCA_038093395.1,na,Baorangia bicolor
GCA_038094735.1,Exsudoporus floridanus,Y,assembly_exact,fungi,Scaffold,GCA_038094735.1,na,Exsudoporus floridanus
GCF_000003525.1,Blastomyces dermatitidis,Y,assembly_exact,fungi,Scaffold,GCA_000003525.2,GCF_000003525.1,Blastomyces dermatitidis ER-3
GCF_000149585.1,Histoplasma mississippiense,Y,assembly_exact,fungi,Scaffold,GCA_000149585.1,GCF_000149585.1,Histoplasma mississippiense
GCF_000149645.3,Aspergillus fischeri,Y,assembly_exact,fungi,Scaffold,GCA_000149645.4,GCF_000149645.3,Aspergillus fischeri NRRL 181
GCF_000150975.2,Nannizzia gypsea,Y,assembly_exact,fungi,Scaffold,GCA_000150975.2,GCF_000150975.2,Nannizzia gypsea CBS 118893
GCF_003144295.1,Acaromyces ingoldii,Y,assembly_exact,fungi,Scaffold,GCA_003144295.1,GCF_003144295.1,Acaromyces ingoldii
GCF_003444635.1,Morchella importuna,Y,assembly_exact,fungi,Scaffold,GCA_003444635.2,GCF_003444635.1,Morchella importuna
GCF_022478715.1,Daldinia decipiens,Y,assembly_exact,fungi,Scaffold,GCA_022478715.1,GCF_022478715.1,Daldinia decipiens
GCF_024244105.1,Nematocida minor,Y,assembly_exact,fungi,Scaffold,GCA_024244105.1,GCF_024244105.1,Nematocida minor
GCF_036884675.1,Scheffersomyces coipomensis,Y,assembly_exact,fungi,Contig,GCA_036884675.1,GCF_036884675.1,Scheffersomyces coipomensis
GCA_000758425.1,Nilaparvata lugens yeast-like symbiont,Y,assembly_exact,fungi,Scaffold,GCA_000758425.1,na,Nilaparvata lugens yeast-like symbiont
GCA_002288965.1,Xylaria sp. MSU_SB201401,Y,assembly_exact,fungi,Scaffold,GCA_002288965.1,na,Xylaria sp. MSU_SB201401
GCA_002335565.1,Cutaneotrichosporon arboriforme,Y,assembly_exact,fungi,Scaffold,GCA_002335565.1,na,Cutaneotrichosporon arboriforme
GCA_002851675.1,Verticillium nubilum,Y,assembly_exact,fungi,Scaffold,GCA_002851675.1,na,Verticillium nubilum
GCA_002851775.1,Verticillium isaacii,Y,assembly_exact,fungi,Scaffold,GCA_002851775.1,na,Verticillium isaacii
GCA_003004485.1,Aspergillaceae sp. MA 6039,Y,assembly_exact,fungi,Contig,GCA_003004485.1,na,Aspergillaceae sp. MA 6039
GCA_003012245.1,Microcyclospora tardicrescens,Y,assembly_exact,fungi,Scaffold,GCA_003012245.1,na,Microcyclospora tardicrescens
GCA_003054985.1,Leucosporidium scottii,Y,assembly_exact,fungi,Scaffold,GCA_003054985.1,na,Leucosporidium scottii
GCA_003852855.1,Penicillium sp. MT2 MMC-2018,Y,assembly_exact,fungi,Contig,GCA_003852855.1,na,Penicillium sp. MT2 MMC-2018
GCA_004786145.1,Botrytis paeoniae,Y,assembly_exact,fungi,Scaffold,GCA_004786145.1,na,Botrytis paeoniae
GCA_004918325.1,Wallemia hederae,Y,assembly_exact,fungi,Contig,GCA_004918325.1,na,Wallemia hederae
GCA_009650685.1,Cryptococcus gattii VGV,Y,assembly_exact,fungi,Chromosome,GCA_009650685.1,na,Cryptococcus gattii VGV
GCA_009805235.1,Neurospora pannonica,Y,assembly_exact,fungi,Scaffold,GCA_009805235.1,na,Neurospora pannonica FGSC 7221
GCA_010093805.1,Polyplosphaeria fusca,Y,assembly_exact,fungi,Scaffold,GCA_010093805.1,na,Polyplosphaeria fusca
GCA_011022315.1,Saccharomyces pastorianus,Y,assembly_exact,fungi,Chromosome,GCA_011022315.1,na,Saccharomyces pastorianus
GCA_011316235.1,Mycothermus thermophilus,Y,assembly_exact,fungi,Scaffold,GCA_011316235.1,na,Mycothermus thermophilus
GCA_016097895.1,Linnemannia exigua,Y,assembly_exact,fungi,Scaffold,GCA_016097895.1,na,Linnemannia exigua
GCA_016490725.1,Amphichorda felina,Y,assembly_exact,fungi,Scaffold,GCA_016490725.1,na,Amphichorda felina
GCA_016618095.1,Colletotrichum echinochloae,Y,assembly_exact,fungi,Contig,GCA_016618095.1,na,Colletotrichum echinochloae
GCA_019649515.1,Hanseniaspora mollemarum,Y,assembly_exact,fungi,Scaffold,GCA_019649515.1,na,Hanseniaspora mollemarum
GCA_022813715.1,Cladosporium austrohemisphaericum,Y,assembly_exact,fungi,Scaffold,GCA_022813715.1,na,Cladosporium austrohemisphaericum
GCA_024244615.1,Ascosphaera pollenicola,Y,assembly_exact,fungi,Scaffold,GCA_024244615.1,na,Ascosphaera pollenicola
GCA_024713785.1,Morchella sp. 2018-W45,Y,assembly_exact,fungi,Contig,GCA_024713785.1,na,Morchella sp. 2018-W45
GCA_026027325.1,Actinomucor elegans,Y,assembly_exact,fungi,Contig,GCA_026027325.1,na,Actinomucor elegans
GCA_027579035.1,Coemansia sp. D1744,Y,assembly_exact,fungi,Scaffold,GCA_027579035.1,na,Coemansia sp. D1744
GCA_027604105.1,Chytriomyces hyalinus,Y,assembly_exact,fungi,Contig,GCA_027604105.1,na,Chytriomyces hyalinus
GCA_028416715.1,Fusarium multiceps,Y,assembly_exact,fungi,Contig,GCA_028416715.1,na,Fusarium multiceps
GCA_028456385.1,Ophiosphaerella korrae,Y,assembly_exact,fungi,Contig,GCA_028456385.1,na,Ophiosphaerella korrae
GCA_029299595.1,Grosmannia serpens,Y,assembly_exact,fungi,Scaffold,GCA_029299595.1,na,Grosmannia serpens
GCA_029378375.1,Mycena olivaceomarginata,Y,assembly_exact,fungi,Contig,GCA_029378375.1,na,Mycena olivaceomarginata
GCA_029542985.1,Malassezia brasiliensis,Y,assembly_exact,fungi,Complete Genome,GCA_029542985.1,na,Malassezia brasiliensis
GCA_030556295.1,Dipodascopsis tothii,Y,assembly_exact,fungi,Scaffold,GCA_030556295.1,na,Neoaidaea tothii
GCA_030564085.1,Nakaseomyces uthaithaninus,Y,assembly_exact,fungi,Scaffold,GCA_030564085.1,na,Nakaseomyces uthaithaninus
GCA_030570975.1,[Candida] songkhlaensis (nom. inval.),Y,assembly_exact,fungi,Scaffold,GCA_030570975.1,na,Yamadazyma songkhlaensis
GCA_030571515.1,Monosporozyma aquatica,Y,assembly_exact,fungi,Scaffold,GCA_030571515.1,na,Monosporozyma aquatica
GCA_030574735.1,Wickerhamomyces sydowiorum,Y,assembly_exact,fungi,Scaffold,GCA_030574735.1,na,Wickerhamomyces sydowiorum
GCA_030574915.1,Barnettozyma wickerhamii,Y,assembly_exact,fungi,Scaffold,GCA_030574915.1,na,Komagataea wickerhamii
GCA_030582415.1,Wickerhamiella vanderwaltii,Y,assembly_exact,fungi,Scaffold,GCA_030582415.1,na,Wickerhamiella vanderwaltii
GCA_030582495.1,Suhomyces terraborum,Y,assembly_exact,fungi,Scaffold,GCA_030582495.1,na,Suhomyces terraborum
GCA_030584985.1,Saturnispora galanensis,Y,assembly_exact,fungi,Scaffold,GCA_030584985.1,na,Saturnispora galanensis
GCA_030864175.1,Neonectria faginata,Y,assembly_exact,fungi,Contig,GCA_030864175.1,na,Neonectria faginata
GCA_036287355.1,Kwoniella sp. CBS 6097,Y,assembly_exact,fungi,Complete Genome,GCA_036287355.1,na,Kwoniella sp. CBS 6097
GCA_037044635.1,Martiniozyma asiatica (nom. inval.),Y,assembly_exact,fungi,Scaffold,GCA_037044635.1,na,Martiniozyma asiatica (nom. inval.)
GCA_037951475.1,[Candida] nonsorbophila,Y,assembly_exact,fungi,Contig,GCA_037951475.1,na,Keqinozyma nonsorbophila
GCA_038088795.1,Boletus rex-veris,Y,assembly_exact,fungi,Scaffold,GCA_038088795.1,na,Boletus rex-veris
GCA_038089295.1,Xerocomus amazonicus,Y,assembly_exact,fungi,Scaffold,GCA_038089295.1,na,Xerocomus amazonicus
GCA_038090695.1,Sclerotinia spermophila,Y,assembly_exact,fungi,Scaffold,GCA_038090695.1,na,Sclerotinia spermophila
GCA_038091735.1,Leccinum pellstonianum,Y,assembly_exact,fungi,Scaffold,GCA_038091735.1,na,Leccinum pellstonianum
GCA_038092675.1,Boletus rufocinnamomeus,Y,assembly_exact,fungi,Scaffold,GCA_038092675.1,na,Boletus rufocinnamomeus
GCA_039545315.1,Kondoa malvinella,Y,assembly_exact,fungi,Scaffold,GCA_039545315.1,na,Kondoa malvinella
GCA_039763685.1,Aspergillus micronesiensis,Y,assembly_exact,fungi,Contig,GCA_039763685.1,na,Aspergillus micronesiensis
GCA_963573315.1,Entomortierella parvispora,Y,name_exact,fungi,,,,Entomortierella parvispora
GCF_000146465.1,Encephalitozoon intestinalis,Y,assembly_exact,fungi,Chromosome,GCA_000146465.1,GCF_000146465.1,Encephalitozoon intestinalis ATCC 50506
GCF_000260195.1,Fusarium odoratissimum,Y,assembly_exact,fungi,Scaffold,GCA_000260195.2,GCF_000260195.1,Fusarium odoratissimum NRRL 54006
GCF_000711695.1,Tilletiaria anomala,Y,assembly_exact,fungi,Contig,GCA_000711695.1,GCF_000711695.1,Tilletiaria anomala UBC 951
GCF_000961545.1,Sporothrix schenckii,Y,assembly_exact,fungi,Contig,GCA_000961545.1,GCF_000961545.1,Sporothrix schenckii 1099-18
GCF_014133895.1,Torulaspora globosa,Y,assembly_exact,fungi,Complete Genome,GCA_014133895.1,GCF_014133895.1,Torulaspora globosa
GCF_028827735.1,Penicillium macrosclerotiorum,Y,assembly_exact,fungi,Contig,GCA_028827735.1,GCF_028827735.1,Penicillium macrosclerotiorum
GCF_028828195.1,Penicillium verhagenii,Y,assembly_exact,fungi,Contig,GCA_028828195.1,GCF_028828195.1,Penicillium verhagenii
GCF_028828555.1,Penicillium taxi,Y,assembly_exact,fungi,Contig,GCA_028828555.1,GCF_028828555.1,Penicillium taxi
GCF_029542785.1,Malassezia japonica,Y,assembly_exact,fungi,Complete Genome,GCA_029542785.1,GCF_029542785.1,Malassezia japonica
GCA_002370295.1,Metschnikowia bowlesiae,Y,assembly_exact,fungi,Scaffold,GCA_002370295.1,na,Metschnikowia bowlesiae
GCA_002778075.1,Grosmannia penicillata,Y,assembly_exact,fungi,Contig,GCA_002778075.1,na,Grosmannia penicillata
GCA_003351005.1,Cystobasidiaceae sp. HBUAS51001,Y,assembly_exact,fungi,Scaffold,GCA_003351005.1,na,Cystobasidiaceae sp. HBUAS51001
GCA_003706285.3,Kuraishia ogatae,Y,assembly_exact,fungi,Scaffold,GCA_003706285.3,na,Kuraishia ogatae
GCA_003708985.3,[Candida] gorgasii,Y,assembly_exact,fungi,Scaffold,GCA_003708985.3,na,[Candida] gorgasii
GCA_003813185.1,Lentinus tigrinus,Y,assembly_exact,fungi,Scaffold,GCA_003813185.1,GCF_003813185.1,Lentinus tigrinus ALCF2SS1-7
GCA_007644065.1,Margaritispora aquatica,Y,assembly_exact,fungi,Scaffold,GCA_007644065.1,na,Margaritispora aquatica
GCA_013054445.1,Cudoniella acicularis,Y,assembly_exact,fungi,Scaffold,GCA_013054445.1,na,Cudoniella acicularis
GCA_013363185.1,Fusarium secorum,Y,assembly_exact,fungi,Scaffold,GCA_013363185.1,na,Fusarium secorum
GCA_013406965.1,Calonectria fujianensis,Y,assembly_exact,fungi,Scaffold,GCA_013406965.1,na,Calonectria fujianensis
GCA_014872995.1,Diaporthe citrichinensis,Y,assembly_exact,fungi,Contig,GCA_014872995.1,na,Diaporthe citrichinensis
GCA_017579625.1,Fusarium sororula,Y,assembly_exact,fungi,Scaffold,GCA_017579625.1,na,Fusarium sororula
GCA_018257865.1,Stereocaulon alpinum,Y,assembly_exact,fungi,Scaffold,GCA_018257865.1,na,Stereocaulon alpinum
GCA_018466975.1,Sparassis latifolia,Y,assembly_exact,fungi,Chromosome,GCA_018466975.1,na,Sparassis latifolia
GCA_018873225.1,[Phialemoniopsis] sp. UDSM-2020,Y,assembly_exact,fungi,Scaffold,GCA_018873225.1,na,[Phialemoniopsis] sp. UDSM-2020
GCA_019137265.1,Neonectria coccinea,Y,assembly_exact,fungi,Scaffold,GCA_019137265.1,na,Neonectria coccinea
GCA_019670975.1,Acidiella bohemica,Y,assembly_exact,fungi,Contig,GCA_019670975.1,na,Acidiella bohemica
GCA_019775505.1,Leucosporidium yakuticum,Y,assembly_exact,fungi,Scaffold,GCA_019775505.1,na,Leucosporidium yakuticum
GCA_019973155.2,Phanerochaete sordida,Y,assembly_exact,fungi,Contig,GCA_019973155.2,na,Phanerochaete sordida
GCA_020875535.1,Macrophomina phaseolina,Y,assembly_exact,fungi,Contig,GCA_020875535.1,na,Macrophomina phaseolina
GCA_021396205.1,Sporothrix brunneoviolacea,Y,assembly_exact,fungi,Scaffold,GCA_021396205.1,na,Sporothrix brunneoviolacea
GCA_021533815.1,Fusarium sp. C39,Y,assembly_exact,fungi,Contig,GCA_021533815.1,na,Fusarium sp. C39
GCA_022530565.1,Madurella mycetomatis,Y,assembly_exact,fungi,Contig,GCA_022530565.1,na,Madurella mycetomatis
GCA_025742365.1,Coniothyrium glycines,Y,assembly_exact,fungi,Contig,GCA_025742365.1,na,Coniothyrium glycines
GCA_027579235.1,Coemansia sp. BCRC 34301,Y,assembly_exact,fungi,Scaffold,GCA_027579235.1,na,Coemansia sp. BCRC 34301
GCA_028335825.1,Nosema muscidifuracis,Y,assembly_exact,fungi,Contig,GCA_028335825.1,na,Nosema muscidifuracis
GCA_030444905.1,Metschnikowia sp. yHKB443,Y,assembly_exact,fungi,Scaffold,GCA_030444905.1,na,Metschnikowia sp. yHKB443
GCA_030560525.1,Diutina catenulata,Y,assembly_exact,fungi,Scaffold,GCA_030560525.1,na,Diutina catenulata
GCA_030564025.1,Teunomyces panamensis,Y,assembly_exact,fungi,Scaffold,GCA_030564025.1,na,Teunomyces panamensis
GCA_030568385.1,Teunomyces barrocoloradensis,Y,assembly_exact,fungi,Scaffold,GCA_030568385.1,na,Teunomyces barrocoloradensis
GCA_030570615.1,Tortispora mauiana,Y,assembly_exact,fungi,Scaffold,GCA_030570615.1,na,Tortispora mauiana
GCA_030573325.1,Sungouiella dosseyi,Y,assembly_exact,fungi,Contig,GCA_030573325.1,na,Sungouiella dosseyi
GCA_030574255.1,Groenewaldozyma tartarivorans,Y,assembly_exact,fungi,Scaffold,GCA_030574255.1,na,Groenewaldozyma tartarivorans
GCA_030574755.1,[Candida] silvicultrix,Y,assembly_exact,fungi,Scaffold,GCA_030574755.1,na,Hansenula silvicultrix
GCA_030579635.1,Wickerhamiella australiensis,Y,assembly_exact,fungi,Scaffold,GCA_030579635.1,na,Wickerhamiella australiensis
GCA_033296685.1,Parachaetomium inaequale,Y,assembly_exact,fungi,Scaffold,GCA_033296685.1,na,Parachaetomium inaequale
GCA_033444525.1,Phoma sp. YAFEF320,Y,assembly_exact,fungi,Scaffold,GCA_033444525.1,na,Phoma sp. YAFEF320
GCA_036971655.1,Arthrobotrys megalospora,Y,assembly_exact,fungi,Contig,GCA_036971655.1,na,Arthrobotrys megalospora
GCA_038088875.1,Austroboletus festivus,Y,assembly_exact,fungi,Scaffold,GCA_038088875.1,na,Austroboletus festivus
GCA_038090035.1,Xerocomus nothofagi,Y,assembly_exact,fungi,Scaffold,GCA_038090035.1,na,Xerocomus nothofagi
GCA_038093335.1,Boletus chippewaensis,Y,assembly_exact,fungi,Scaffold,GCA_038093335.1,na,Boletus chippewaensis
GCA_038367545.1,Beauveria asiatica,Y,assembly_exact,fungi,Scaffold,GCA_038367545.1,na,Beauveria asiatica
GCA_039545255.1,Sporobolomyces carnicolor,Y,assembly_exact,fungi,Scaffold,GCA_039545255.1,na,Sporobolomyces carnicolor
GCA_902077795.2,Clonostachys rhizophaga,Y,name_exact,fungi,,,,Clonostachys rhizophaga
GCA_917563905.1,Neonectria neomacrospora,Y,name_exact,fungi,,,,Neonectria neomacrospora
GCF_000417875.1,Pseudozyma flocculosa,Y,assembly_exact,fungi,Scaffold,GCA_000417875.1,GCF_000417875.1,Pseudozyma flocculosa PF-1
GCF_003025105.1,Trichoderma asperellum,Y,assembly_exact,fungi,Scaffold,GCA_003025105.1,GCF_003025105.1,Trichoderma asperellum CBS 433.97
GCF_028827525.1,Penicillium daleae,Y,assembly_exact,fungi,Contig,GCA_028827525.1,GCF_028827525.1,Penicillium daleae
GCF_028827695.1,Penicillium maclennaniae,Y,assembly_exact,fungi,Contig,GCA_028827695.1,GCF_028827695.1,Penicillium maclennaniae
GCF_028828465.1,Penicillium psychrosexuale,Y,assembly_exact,fungi,Contig,GCA_028828465.1,GCF_028828465.1,Penicillium psychrosexuale
